Time_stamp,Count
2025-03-09 11:00:00+00:00,2377
2025-03-09 12:00:00+00:00,2345
2025-03-09 13:00:00+00:00,2319
2025-03-09 14:00:00+00:00,2290
2025-03-09 15:00:00+00:00,2357
2025-03-09 16:00:00+00:00,2402
2025-03-09 17:00:00+00:00,2305
2025-03-09 18:00:00+00:00,2343
2025-03-09 19:00:00+00:00,2386
2025-03-09 20:00:00+00:00,2388
2025-03-09 21:00:00+00:00,2362
2025-03-09 22:00:00+00:00,2331
2025-03-09 23:00:00+00:00,2374
2025-03-10 00:00:00+00:00,2435
2025-03-10 01:00:00+00:00,2337
2025-03-10 02:00:00+00:00,2338
2025-03-10 03:00:00+00:00,2307
2025-03-10 04:00:00+00:00,2301
2025-03-10 05:00:00+00:00,2339
2025-03-10 06:00:00+00:00,2300
2025-03-10 07:00:00+00:00,2338
2025-03-10 08:00:00+00:00,2256
2025-03-10 09:00:00+00:00,2300
2025-03-10 10:00:00+00:00,2308
2025-03-10 11:00:00+00:00,2317
2025-03-10 12:00:00+00:00,2268
2025-03-10 13:00:00+00:00,2386
2025-03-10 14:00:00+00:00,2361
2025-03-10 15:00:00+00:00,2287
2025-03-10 16:00:00+00:00,2290
2025-03-10 17:00:00+00:00,2309
2025-03-10 18:00:00+00:00,2333
2025-03-10 19:00:00+00:00,2370
2025-03-10 20:00:00+00:00,2363
2025-03-10 21:00:00+00:00,2354
2025-03-10 22:00:00+00:00,2361
2025-03-10 23:00:00+00:00,2363
2025-03-11 00:00:00+00:00,2295
2025-03-11 01:00:00+00:00,2318
2025-03-11 02:00:00+00:00,2327
2025-03-11 03:00:00+00:00,2303
2025-03-11 04:00:00+00:00,2351
2025-03-11 05:00:00+00:00,2279
2025-03-11 06:00:00+00:00,2323
2025-03-11 07:00:00+00:00,2307
2025-03-11 08:00:00+00:00,2316
2025-03-11 09:00:00+00:00,2337
2025-03-11 10:00:00+00:00,2290
2025-03-11 11:00:00+00:00,2356
2025-03-11 12:00:00+00:00,2303
2025-03-11 13:00:00+00:00,2345
2025-03-11 14:00:00+00:00,2275
2025-03-11 15:00:00+00:00,2313
2025-03-11 16:00:00+00:00,2327
2025-03-11 17:00:00+00:00,2364
2025-03-11 18:00:00+00:00,2288
2025-03-11 19:00:00+00:00,2312
2025-03-11 20:00:00+00:00,2365
2025-03-11 21:00:00+00:00,2314
2025-03-11 22:00:00+00:00,2348
2025-03-11 23:00:00+00:00,2284
2025-03-12 00:00:00+00:00,2358
2025-03-12 01:00:00+00:00,2378
2025-03-12 02:00:00+00:00,2302
2025-03-12 03:00:00+00:00,2337
2025-03-12 04:00:00+00:00,2322
2025-03-12 05:00:00+00:00,2322
2025-03-12 06:00:00+00:00,2295
2025-03-12 07:00:00+00:00,2288
2025-03-12 08:00:00+00:00,2338
2025-03-12 09:00:00+00:00,2327
2025-03-12 10:00:00+00:00,2321
2025-03-12 11:00:00+00:00,2330
2025-03-12 12:00:00+00:00,2345
2025-03-12 13:00:00+00:00,2326
2025-03-12 14:00:00+00:00,2294
2025-03-12 15:00:00+00:00,2358
2025-03-12 16:00:00+00:00,2352
2025-03-12 17:00:00+00:00,2326
2025-03-12 18:00:00+00:00,2346
2025-03-12 19:00:00+00:00,2373
2025-03-12 20:00:00+00:00,2388
2025-03-12 21:00:00+00:00,2344
2025-03-12 22:00:00+00:00,2380
2025-03-12 23:00:00+00:00,2380
2025-03-13 00:00:00+00:00,2354
2025-03-13 01:00:00+00:00,2287
2025-03-13 02:00:00+00:00,2401
2025-03-13 03:00:00+00:00,2371
2025-03-13 04:00:00+00:00,2283
2025-03-13 05:00:00+00:00,2299
2025-03-13 06:00:00+00:00,2353
2025-03-13 07:00:00+00:00,2359
2025-03-13 08:00:00+00:00,2367
2025-03-13 09:00:00+00:00,2381
2025-03-13 10:00:00+00:00,2428
2025-03-13 11:00:00+00:00,2297
2025-03-13 12:00:00+00:00,2339
2025-03-13 13:00:00+00:00,2263
2025-03-13 14:00:00+00:00,2395
2025-03-13 15:00:00+00:00,2363
2025-03-13 16:00:00+00:00,2374
2025-03-13 17:00:00+00:00,2352
2025-03-13 18:00:00+00:00,2327
2025-03-13 19:00:00+00:00,2376
2025-03-13 20:00:00+00:00,2383
2025-03-13 21:00:00+00:00,2383
2025-03-13 22:00:00+00:00,2349
2025-03-13 23:00:00+00:00,2408
2025-03-14 00:00:00+00:00,2418
2025-03-14 01:00:00+00:00,2332
2025-03-14 02:00:00+00:00,2350
2025-03-14 03:00:00+00:00,2412
2025-03-14 04:00:00+00:00,2346
2025-03-14 05:00:00+00:00,2358
2025-03-14 06:00:00+00:00,2323
2025-03-14 07:00:00+00:00,2368
2025-03-14 08:00:00+00:00,2362
2025-03-14 09:00:00+00:00,2313
2025-03-14 10:00:00+00:00,2408
2025-03-14 11:00:00+00:00,2361
2025-03-14 12:00:00+00:00,2342
2025-03-14 13:00:00+00:00,2361
2025-03-14 14:00:00+00:00,2412
2025-03-14 15:00:00+00:00,2356
2025-03-14 16:00:00+00:00,2405
2025-03-14 17:00:00+00:00,2398
2025-03-14 18:00:00+00:00,2413
2025-03-14 19:00:00+00:00,2370
2025-03-14 20:00:00+00:00,2334
2025-03-14 21:00:00+00:00,2389
2025-03-14 22:00:00+00:00,2407
2025-03-14 23:00:00+00:00,2399
2025-03-15 00:00:00+00:00,2433
2025-03-15 01:00:00+00:00,2388
2025-03-15 02:00:00+00:00,2405
2025-03-15 03:00:00+00:00,2358
2025-03-15 04:00:00+00:00,2379
2025-03-15 05:00:00+00:00,2396
2025-03-15 06:00:00+00:00,2395
2025-03-15 07:00:00+00:00,2328
2025-03-15 08:00:00+00:00,2386
2025-03-15 09:00:00+00:00,2386
2025-03-15 10:00:00+00:00,2364
2025-03-15 11:00:00+00:00,2369
2025-03-15 12:00:00+00:00,2427
2025-03-15 13:00:00+00:00,2383
2025-03-15 14:00:00+00:00,2361
2025-03-15 15:00:00+00:00,2348
2025-03-15 16:00:00+00:00,2402
2025-03-15 17:00:00+00:00,2435
2025-03-15 18:00:00+00:00,2367
2025-03-15 19:00:00+00:00,2410
2025-03-15 20:00:00+00:00,2407
2025-03-15 21:00:00+00:00,2413
2025-03-15 22:00:00+00:00,2451
2025-03-15 23:00:00+00:00,2423
2025-03-16 00:00:00+00:00,2375
2025-03-16 01:00:00+00:00,2375
2025-03-16 02:00:00+00:00,2418
2025-03-16 03:00:00+00:00,2410
2025-03-16 04:00:00+00:00,2381
2025-03-16 05:00:00+00:00,2345
2025-03-16 06:00:00+00:00,2353
2025-03-16 07:00:00+00:00,2389
2025-03-16 08:00:00+00:00,2385
2025-03-16 09:00:00+00:00,2374
2025-03-16 10:00:00+00:00,2399
2025-03-16 11:00:00+00:00,2360
2025-03-16 12:00:00+00:00,2350
2025-03-16 13:00:00+00:00,2396
2025-03-16 14:00:00+00:00,2409
